 address, hash, clflush hit min, clflush miss min, clflush hit median, clflush miss median, clflush hit max, clflush miss max
 0x7f9a0f806380, 6, 83, 77, 87, 81, 91, 86
 0x7f9a0f8063c0, 7, 92, 79, 97, 83, 109, 87
 0x7f9a0f806400, 1, 91, 87, 97, 91, 99, 94
 0x7f9a0f806440, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f806480, 3, 91, 81, 97, 85, 101, 89
 0x7f9a0f8064c0, 2, 83, 79, 89, 83, 91, 86
 0x7f9a0f806500, 5, 91, 87, 97, 91, 108, 101
 0x7f9a0f806540, 4, 93, 85, 99, 87, 102, 91
 0x7f9a0f806580, 7, 91, 79, 97, 84, 105, 88
 0x7f9a0f8065c0, 6, 83, 79, 87, 81, 98, 85
 0x7f9a0f806600, 1, 91, 87, 97, 91, 101, 101
 0x7f9a0f806640, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f806680, 3, 93, 81, 97, 85, 107, 88
 0x7f9a0f8066c0, 2, 83, 79, 88, 83, 99, 86
 0x7f9a0f806700, 5, 91, 87, 97, 91, 100, 100
 0x7f9a0f806740, 4, 93, 85, 98, 87, 102, 91
 0x7f9a0f806780, 7, 93, 79, 97, 83, 106, 87
 0x7f9a0f8067c0, 6, 83, 77, 87, 82, 91, 91
 0x7f9a0f806800, 2, 85, 79, 89, 83, 92, 87
 0x7f9a0f806840, 3, 93, 81, 98, 85, 108, 88
 0x7f9a0f806880, 0, 95, 85, 99, 89, 111, 93
 0x7f9a0f8068c0, 1, 92, 87, 97, 91, 99, 101
 0x7f9a0f806900, 6, 83, 77, 87, 81, 92, 85
 0x7f9a0f806940, 7, 91, 79, 97, 83, 107, 87
 0x7f9a0f806980, 4, 95, 83, 99, 87, 109, 91
 0x7f9a0f8069c0, 5, 93, 87, 97, 91, 100, 101
 0x7f9a0f806a00, 2, 83, 79, 89, 83, 92, 86
 0x7f9a0f806a40, 3, 92, 81, 97, 85, 101, 88
 0x7f9a0f806a80, 0, 95, 85, 99, 89, 104, 98
 0x7f9a0f806ac0, 1, 93, 85, 99, 91, 185, 166
 0x7f9a0f806b00, 6, 83, 77, 89, 81, 178, 156
 0x7f9a0f806b40, 7, 93, 81, 104, 85, 251, 94
 0x7f9a0f806b80, 4, 95, 83, 106, 88, 123, 93
 0x7f9a0f806bc0, 5, 93, 87, 104, 91, 110, 101
 0x7f9a0f806c00, 3, 93, 81, 97, 85, 101, 95
 0x7f9a0f806c40, 2, 85, 79, 89, 83, 92, 86
 0x7f9a0f806c80, 1, 93, 87, 97, 91, 107, 94
 0x7f9a0f806cc0, 0, 94, 85, 99, 89, 103, 99
 0x7f9a0f806d00, 7, 91, 81, 95, 85, 100, 87
 0x7f9a0f806d40, 6, 83, 77, 89, 83, 107, 99
 0x7f9a0f806d80, 5, 93, 85, 103, 91, 261, 103
 0x7f9a0f806dc0, 4, 93, 85, 105, 276, 484, 496
 0x7f9a0f806e00, 3, 92, 79, 99, 166, 433, 496
 0x7f9a0f806e40, 2, 83, 79, 89, 192, 430, 496
 0x7f9a0f806e80, 1, 93, 86, 98, 212, 397, 498
 0x7f9a0f806ec0, 0, 94, 85, 100, 245, 429, 496
 0x7f9a0f806f00, 7, 92, 83, 97, 259, 416, 496
 0x7f9a0f806f40, 6, 83, 77, 89, 83, 486, 486
 0x7f9a0f806f80, 5, 91, 85, 97, 89, 130, 93
 0x7f9a0f806fc0, 4, 93, 83, 98, 87, 102, 91
 0x7f9a0f807000, 5, 91, 85, 97, 90, 107, 93
 0x7f9a0f807040, 4, 93, 83, 99, 88, 109, 103
 0x7f9a0f807080, 7, 91, 81, 97, 83, 100, 87
 0x7f9a0f8070c0, 6, 83, 77, 87, 81, 91, 95
 0x7f9a0f807100, 1, 91, 87, 99, 91, 109, 93
 0x7f9a0f807140, 0, 95, 85, 99, 89, 103, 99
 0x7f9a0f807180, 3, 93, 79, 97, 85, 101, 88
 0x7f9a0f8071c0, 2, 85, 79, 89, 83, 108, 86
 0x7f9a0f807200, 5, 91, 87, 97, 90, 107, 93
 0x7f9a0f807240, 4, 93, 83, 99, 88, 103, 99
 0x7f9a0f807280, 7, 93, 81, 97, 84, 100, 88
 0x7f9a0f8072c0, 6, 83, 77, 87, 81, 97, 85
 0x7f9a0f807300, 1, 91, 87, 97, 91, 107, 94
 0x7f9a0f807340, 0, 94, 85, 99, 89, 103, 101
 0x7f9a0f807380, 3, 93, 79, 97, 85, 111, 88
 0x7f9a0f8073c0, 2, 83, 79, 87, 83, 99, 86
 0x7f9a0f807400, 4, 93, 83, 99, 87, 111, 92
 0x7f9a0f807440, 5, 92, 85, 97, 91, 101, 100
 0x7f9a0f807480, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f8074c0, 7, 91, 79, 97, 83, 105, 87
 0x7f9a0f807500, 0, 95, 85, 99, 89, 104, 99
 0x7f9a0f807540, 1, 93, 87, 97, 91, 100, 94
 0x7f9a0f807580, 2, 83, 79, 89, 83, 91, 86
 0x7f9a0f8075c0, 3, 93, 81, 97, 85, 109, 93
 0x7f9a0f807600, 4, 94, 85, 99, 87, 124, 97
 0x7f9a0f807640, 5, 92, 87, 95, 91, 100, 100
 0x7f9a0f807680, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f8076c0, 7, 91, 79, 96, 83, 107, 87
 0x7f9a0f807700, 0, 95, 85, 99, 89, 104, 99
 0x7f9a0f807740, 1, 91, 87, 97, 91, 100, 93
 0x7f9a0f807780, 2, 83, 79, 88, 83, 99, 86
 0x7f9a0f8077c0, 3, 93, 81, 97, 85, 108, 88
 0x7f9a0f807800, 7, 92, 79, 97, 83, 101, 87
 0x7f9a0f807840, 6, 83, 79, 87, 81, 92, 85
 0x7f9a0f807880, 5, 91, 87, 96, 91, 100, 93
 0x7f9a0f8078c0, 4, 93, 85, 97, 87, 102, 91
 0x7f9a0f807900, 3, 93, 81, 98, 85, 101, 91
 0x7f9a0f807940, 2, 85, 79, 89, 83, 105, 85
 0x7f9a0f807980, 1, 93, 85, 97, 91, 103, 94
 0x7f9a0f8079c0, 0, 95, 85, 99, 89, 103, 93
 0x7f9a0f807a00, 7, 92, 79, 97, 83, 100, 87
 0x7f9a0f807a40, 6, 83, 79, 87, 81, 99, 85
 0x7f9a0f807a80, 5, 91, 85, 96, 91, 100, 101
 0x7f9a0f807ac0, 4, 93, 85, 98, 87, 102, 91
 0x7f9a0f807b00, 3, 93, 79, 97, 85, 109, 88
 0x7f9a0f807b40, 2, 83, 79, 89, 83, 99, 87
 0x7f9a0f807b80, 1, 91, 86, 95, 91, 100, 95
 0x7f9a0f807bc0, 0, 95, 83, 99, 89, 103, 92
 0x7f9a0f807c00, 6, 83, 77, 87, 81, 98, 85
 0x7f9a0f807c40, 7, 91, 79, 96, 85, 100, 253
 0x7f9a0f807c80, 4, 95, 83, 99, 88, 102, 108
 0x7f9a0f807cc0, 5, 92, 87, 95, 91, 100, 94
 0x7f9a0f807d00, 2, 83, 79, 89, 83, 99, 86
 0x7f9a0f807d40, 3, 93, 81, 97, 85, 101, 95
 0x7f9a0f807d80, 0, 95, 83, 99, 89, 103, 91
 0x7f9a0f807dc0, 1, 91, 87, 97, 90, 100, 93
 0x7f9a0f807e00, 6, 83, 79, 87, 81, 97, 85
 0x7f9a0f807e40, 7, 92, 79, 97, 83, 101, 93
 0x7f9a0f807e80, 4, 93, 83, 99, 87, 103, 92
 0x7f9a0f807ec0, 5, 93, 87, 97, 91, 108, 93
 0x7f9a0f807f00, 2, 83, 79, 87, 83, 99, 86
 0x7f9a0f807f40, 3, 93, 81, 97, 85, 101, 93
 0x7f9a0f807f80, 0, 95, 85, 100, 89, 124, 92
 0x7f9a0f807fc0, 1, 93, 87, 103, 91, 109, 94
 0x7f9a0f808000, 5, 91, 87, 97, 91, 107, 93
 0x7f9a0f808040, 4, 93, 83, 99, 87, 114, 91
 0x7f9a0f808080, 7, 91, 79, 95, 85, 100, 94
 0x7f9a0f8080c0, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f808100, 1, 91, 87, 96, 91, 106, 94
 0x7f9a0f808140, 0, 95, 85, 99, 89, 103, 99
 0x7f9a0f808180, 3, 92, 81, 97, 85, 101, 89
 0x7f9a0f8081c0, 2, 83, 79, 89, 83, 92, 86
 0x7f9a0f808200, 5, 91, 87, 97, 91, 100, 94
 0x7f9a0f808240, 4, 94, 85, 99, 88, 102, 98
 0x7f9a0f808280, 7, 91, 79, 96, 84, 100, 87
 0x7f9a0f8082c0, 6, 83, 77, 88, 81, 97, 86
 0x7f9a0f808300, 1, 91, 87, 97, 91, 100, 93
 0x7f9a0f808340, 0, 95, 85, 100, 89, 104, 93
 0x7f9a0f808380, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f8083c0, 2, 85, 79, 89, 83, 97, 87
 0x7f9a0f808400, 4, 93, 85, 98, 88, 102, 99
 0x7f9a0f808440, 5, 93, 87, 97, 91, 101, 94
 0x7f9a0f808480, 6, 83, 77, 88, 81, 97, 85
 0x7f9a0f8084c0, 7, 93, 81, 97, 83, 107, 88
 0x7f9a0f808500, 0, 95, 85, 99, 89, 104, 99
 0x7f9a0f808540, 1, 93, 86, 97, 90, 107, 94
 0x7f9a0f808580, 2, 83, 79, 89, 83, 99, 87
 0x7f9a0f8085c0, 3, 93, 81, 97, 85, 108, 91
 0x7f9a0f808600, 4, 95, 83, 99, 87, 102, 99
 0x7f9a0f808640, 5, 91, 87, 95, 91, 100, 94
 0x7f9a0f808680, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f8086c0, 7, 93, 79, 97, 83, 101, 93
 0x7f9a0f808700, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f808740, 1, 92, 87, 95, 91, 99, 95
 0x7f9a0f808780, 2, 83, 79, 89, 83, 92, 86
 0x7f9a0f8087c0, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f808800, 7, 91, 81, 96, 83, 100, 87
 0x7f9a0f808840, 6, 83, 77, 87, 81, 99, 85
 0x7f9a0f808880, 5, 91, 85, 97, 91, 101, 94
 0x7f9a0f8088c0, 4, 93, 83, 99, 87, 111, 91
 0x7f9a0f808900, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f808940, 2, 85, 79, 89, 83, 92, 86
 0x7f9a0f808980, 1, 91, 86, 97, 91, 100, 100
 0x7f9a0f8089c0, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f808a00, 7, 91, 81, 96, 85, 100, 87
 0x7f9a0f808a40, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f808a80, 5, 91, 85, 97, 89, 100, 94
 0x7f9a0f808ac0, 4, 93, 83, 99, 88, 102, 96
 0x7f9a0f808b00, 3, 91, 81, 97, 85, 108, 89
 0x7f9a0f808b40, 2, 85, 77, 87, 83, 92, 93
 0x7f9a0f808b80, 1, 93, 85, 97, 89, 101, 93
 0x7f9a0f808bc0, 0, 95, 85, 99, 89, 109, 91
 0x7f9a0f808c00, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f808c40, 7, 91, 79, 97, 83, 109, 93
 0x7f9a0f808c80, 4, 93, 85, 99, 87, 102, 91
 0x7f9a0f808cc0, 5, 93, 87, 97, 91, 107, 94
 0x7f9a0f808d00, 2, 83, 79, 89, 83, 92, 86
 0x7f9a0f808d40, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f808d80, 0, 95, 85, 99, 89, 111, 91
 0x7f9a0f808dc0, 1, 93, 87, 97, 91, 107, 93
 0x7f9a0f808e00, 6, 83, 77, 87, 81, 90, 86
 0x7f9a0f808e40, 7, 91, 79, 97, 83, 101, 87
 0x7f9a0f808e80, 4, 93, 83, 99, 87, 107, 91
 0x7f9a0f808ec0, 5, 93, 87, 97, 91, 100, 101
 0x7f9a0f808f00, 2, 83, 77, 89, 83, 92, 86
 0x7f9a0f808f40, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f808f80, 0, 95, 85, 99, 89, 110, 91
 0x7f9a0f808fc0, 1, 91, 87, 96, 91, 100, 100
 0x7f9a0f809000, 0, 93, 85, 97, 89, 102, 91
 0x7f9a0f809040, 1, 92, 87, 97, 90, 105, 93
 0x7f9a0f809080, 2, 83, 79, 88, 83, 99, 86
 0x7f9a0f8090c0, 3, 93, 81, 98, 85, 102, 95
 0x7f9a0f809100, 4, 93, 83, 98, 88, 103, 91
 0x7f9a0f809140, 5, 93, 87, 97, 91, 101, 93
 0x7f9a0f809180, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f8091c0, 7, 91, 79, 96, 84, 100, 87
 0x7f9a0f809200, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f809240, 1, 93, 85, 97, 91, 100, 94
 0x7f9a0f809280, 2, 83, 79, 89, 83, 91, 86
 0x7f9a0f8092c0, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f809300, 4, 94, 83, 98, 87, 102, 91
 0x7f9a0f809340, 5, 93, 87, 97, 91, 100, 99
 0x7f9a0f809380, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f8093c0, 7, 91, 81, 97, 84, 107, 87
 0x7f9a0f809400, 1, 93, 87, 97, 91, 100, 93
 0x7f9a0f809440, 0, 94, 85, 99, 89, 103, 91
 0x7f9a0f809480, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f8094c0, 2, 85, 79, 89, 83, 92, 86
 0x7f9a0f809500, 5, 91, 87, 96, 91, 100, 101
 0x7f9a0f809540, 4, 93, 85, 98, 88, 102, 91
 0x7f9a0f809580, 7, 91, 79, 95, 85, 100, 88
 0x7f9a0f8095c0, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f809600, 1, 91, 87, 96, 91, 100, 93
 0x7f9a0f809640, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f809680, 3, 93, 81, 97, 85, 109, 88
 0x7f9a0f8096c0, 2, 83, 79, 88, 83, 92, 86
 0x7f9a0f809700, 5, 91, 87, 97, 91, 100, 94
 0x7f9a0f809740, 4, 93, 85, 98, 88, 102, 91
 0x7f9a0f809780, 7, 92, 79, 97, 83, 100, 87
 0x7f9a0f8097c0, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f809800, 2, 83, 79, 89, 83, 93, 86
 0x7f9a0f809840, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f809880, 0, 95, 83, 99, 89, 103, 92
 0x7f9a0f8098c0, 1, 93, 87, 97, 91, 100, 93
 0x7f9a0f809900, 6, 83, 77, 87, 81, 97, 85
 0x7f9a0f809940, 7, 91, 79, 96, 83, 108, 87
 0x7f9a0f809980, 4, 93, 83, 99, 87, 102, 91
 0x7f9a0f8099c0, 5, 93, 87, 97, 91, 100, 94
 0x7f9a0f809a00, 2, 83, 77, 89, 83, 91, 87
 0x7f9a0f809a40, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f809a80, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f809ac0, 1, 93, 87, 97, 91, 107, 93
 0x7f9a0f809b00, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f809b40, 7, 91, 81, 95, 84, 100, 87
 0x7f9a0f809b80, 4, 94, 83, 99, 87, 102, 91
 0x7f9a0f809bc0, 5, 93, 87, 97, 91, 109, 101
 0x7f9a0f809c00, 3, 91, 81, 97, 85, 101, 95
 0x7f9a0f809c40, 2, 83, 79, 89, 83, 91, 87
 0x7f9a0f809c80, 1, 91, 87, 97, 91, 101, 94
 0x7f9a0f809cc0, 0, 94, 85, 99, 89, 109, 91
 0x7f9a0f809d00, 7, 91, 79, 97, 83, 100, 93
 0x7f9a0f809d40, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f809d80, 5, 91, 87, 97, 91, 107, 93
 0x7f9a0f809dc0, 4, 94, 83, 99, 87, 109, 91
 0x7f9a0f809e00, 3, 93, 79, 98, 85, 101, 94
 0x7f9a0f809e40, 2, 85, 79, 89, 83, 99, 86
 0x7f9a0f809e80, 1, 91, 85, 97, 89, 107, 93
 0x7f9a0f809ec0, 0, 95, 85, 100, 89, 109, 91
 0x7f9a0f809f00, 7, 93, 79, 97, 83, 100, 87
 0x7f9a0f809f40, 6, 83, 77, 87, 81, 98, 85
 0x7f9a0f809f80, 5, 91, 85, 96, 89, 100, 93
 0x7f9a0f809fc0, 4, 93, 83, 97, 88, 102, 91
 0x7f9a0f80a000, 3, 92, 81, 97, 85, 101, 88
 0x7f9a0f80a040, 2, 83, 79, 87, 83, 97, 85
 0x7f9a0f80a080, 1, 91, 87, 97, 91, 100, 94
 0x7f9a0f80a0c0, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f80a100, 7, 91, 79, 97, 83, 100, 87
 0x7f9a0f80a140, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80a180, 5, 91, 87, 95, 91, 99, 99
 0x7f9a0f80a1c0, 4, 93, 85, 99, 87, 103, 91
 0x7f9a0f80a200, 3, 93, 81, 99, 89, 116, 101
 0x7f9a0f80a240, 2, 83, 79, 89, 83, 99, 93
 0x7f9a0f80a280, 1, 91, 87, 97, 91, 107, 100
 0x7f9a0f80a2c0, 0, 95, 85, 100, 89, 110, 99
 0x7f9a0f80a300, 7, 93, 79, 97, 83, 100, 87
 0x7f9a0f80a340, 6, 83, 77, 87, 81, 97, 85
 0x7f9a0f80a380, 5, 91, 87, 97, 91, 100, 101
 0x7f9a0f80a3c0, 4, 93, 83, 97, 87, 102, 91
 0x7f9a0f80a400, 2, 83, 77, 87, 83, 91, 86
 0x7f9a0f80a440, 3, 93, 81, 98, 85, 108, 88
 0x7f9a0f80a480, 0, 95, 85, 99, 89, 102, 91
 0x7f9a0f80a4c0, 1, 91, 85, 96, 90, 100, 93
 0x7f9a0f80a500, 6, 83, 77, 87, 81, 92, 85
 0x7f9a0f80a540, 7, 91, 81, 97, 83, 101, 87
 0x7f9a0f80a580, 4, 93, 83, 98, 87, 102, 91
 0x7f9a0f80a5c0, 5, 93, 85, 97, 89, 107, 93
 0x7f9a0f80a600, 2, 83, 79, 89, 83, 93, 86
 0x7f9a0f80a640, 3, 92, 81, 97, 85, 100, 88
 0x7f9a0f80a680, 0, 95, 85, 100, 89, 104, 91
 0x7f9a0f80a6c0, 1, 93, 87, 97, 91, 100, 93
 0x7f9a0f80a700, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80a740, 7, 91, 81, 97, 83, 107, 87
 0x7f9a0f80a780, 4, 95, 83, 99, 87, 110, 92
 0x7f9a0f80a7c0, 5, 92, 87, 97, 91, 100, 99
 0x7f9a0f80a800, 1, 91, 87, 95, 91, 100, 101
 0x7f9a0f80a840, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f80a880, 3, 93, 81, 97, 85, 107, 89
 0x7f9a0f80a8c0, 2, 83, 79, 87, 83, 91, 86
 0x7f9a0f80a900, 5, 91, 85, 96, 91, 100, 94
 0x7f9a0f80a940, 4, 93, 83, 98, 87, 102, 91
 0x7f9a0f80a980, 7, 93, 79, 96, 83, 100, 87
 0x7f9a0f80a9c0, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80aa00, 1, 91, 85, 97, 90, 101, 93
 0x7f9a0f80aa40, 0, 95, 83, 99, 89, 103, 91
 0x7f9a0f80aa80, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80aac0, 2, 85, 79, 89, 83, 93, 86
 0x7f9a0f80ab00, 5, 91, 87, 97, 91, 101, 95
 0x7f9a0f80ab40, 4, 93, 85, 99, 87, 102, 91
 0x7f9a0f80ab80, 7, 91, 79, 97, 83, 100, 87
 0x7f9a0f80abc0, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f80ac00, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f80ac40, 1, 92, 87, 97, 91, 99, 94
 0x7f9a0f80ac80, 2, 83, 79, 89, 83, 91, 87
 0x7f9a0f80acc0, 3, 93, 81, 97, 85, 109, 89
 0x7f9a0f80ad00, 4, 93, 85, 97, 87, 102, 91
 0x7f9a0f80ad40, 5, 93, 87, 95, 91, 100, 101
 0x7f9a0f80ad80, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80adc0, 7, 91, 79, 97, 83, 100, 87
 0x7f9a0f80ae00, 0, 95, 85, 99, 89, 103, 99
 0x7f9a0f80ae40, 1, 93, 87, 97, 91, 100, 94
 0x7f9a0f80ae80, 2, 83, 77, 87, 83, 92, 86
 0x7f9a0f80aec0, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80af00, 4, 94, 83, 99, 87, 102, 91
 0x7f9a0f80af40, 5, 92, 87, 97, 91, 100, 94
 0x7f9a0f80af80, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80afc0, 7, 91, 81, 97, 83, 107, 87
 0x7f9a0f80b000, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f80b040, 7, 92, 81, 97, 84, 107, 87
 0x7f9a0f80b080, 4, 93, 83, 99, 87, 109, 91
 0x7f9a0f80b0c0, 5, 93, 87, 97, 91, 101, 101
 0x7f9a0f80b100, 2, 85, 79, 89, 83, 93, 87
 0x7f9a0f80b140, 3, 93, 81, 97, 85, 108, 89
 0x7f9a0f80b180, 0, 95, 85, 99, 89, 103, 99
 0x7f9a0f80b1c0, 1, 93, 87, 97, 91, 100, 94
 0x7f9a0f80b200, 6, 83, 77, 87, 81, 91, 86
 0x7f9a0f80b240, 7, 91, 81, 97, 83, 106, 87
 0x7f9a0f80b280, 4, 94, 83, 99, 87, 102, 91
 0x7f9a0f80b2c0, 5, 93, 87, 97, 91, 100, 95
 0x7f9a0f80b300, 2, 83, 79, 89, 83, 99, 86
 0x7f9a0f80b340, 3, 92, 81, 97, 85, 101, 88
 0x7f9a0f80b380, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f80b3c0, 1, 92, 87, 95, 91, 100, 94
 0x7f9a0f80b400, 7, 92, 81, 97, 83, 100, 87
 0x7f9a0f80b440, 6, 83, 77, 87, 81, 99, 85
 0x7f9a0f80b480, 5, 91, 85, 96, 91, 100, 94
 0x7f9a0f80b4c0, 4, 93, 83, 99, 87, 109, 91
 0x7f9a0f80b500, 3, 93, 81, 97, 85, 109, 89
 0x7f9a0f80b540, 2, 83, 79, 87, 83, 91, 86
 0x7f9a0f80b580, 1, 91, 87, 97, 91, 100, 94
 0x7f9a0f80b5c0, 0, 95, 85, 99, 89, 104, 91
 0x7f9a0f80b600, 7, 93, 79, 97, 84, 100, 87
 0x7f9a0f80b640, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f80b680, 5, 91, 87, 97, 91, 100, 94
 0x7f9a0f80b6c0, 4, 93, 83, 99, 87, 102, 91
 0x7f9a0f80b700, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80b740, 2, 83, 79, 88, 83, 91, 87
 0x7f9a0f80b780, 1, 91, 85, 96, 91, 100, 93
 0x7f9a0f80b7c0, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f80b800, 4, 93, 85, 97, 87, 102, 91
 0x7f9a0f80b840, 5, 91, 87, 96, 91, 100, 94
 0x7f9a0f80b880, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80b8c0, 7, 91, 81, 95, 84, 100, 88
 0x7f9a0f80b900, 0, 95, 85, 99, 89, 110, 91
 0x7f9a0f80b940, 1, 92, 85, 96, 91, 99, 100
 0x7f9a0f80b980, 2, 83, 79, 89, 83, 92, 86
 0x7f9a0f80b9c0, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80ba00, 4, 93, 83, 97, 87, 102, 91
 0x7f9a0f80ba40, 5, 93, 87, 97, 91, 100, 93
 0x7f9a0f80ba80, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80bac0, 7, 91, 81, 96, 83, 100, 87
 0x7f9a0f80bb00, 0, 95, 85, 99, 89, 104, 91
 0x7f9a0f80bb40, 1, 92, 87, 95, 91, 99, 94
 0x7f9a0f80bb80, 2, 83, 79, 87, 83, 91, 86
 0x7f9a0f80bbc0, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f80bc00, 5, 91, 85, 97, 90, 100, 93
 0x7f9a0f80bc40, 4, 93, 83, 97, 87, 102, 91
 0x7f9a0f80bc80, 7, 91, 81, 96, 85, 100, 88
 0x7f9a0f80bcc0, 6, 83, 77, 87, 81, 91, 85
 0x7f9a0f80bd00, 1, 91, 87, 95, 91, 100, 93
 0x7f9a0f80bd40, 0, 94, 85, 99, 89, 103, 92
 0x7f9a0f80bd80, 3, 93, 79, 97, 85, 101, 88
 0x7f9a0f80bdc0, 2, 83, 79, 87, 83, 91, 86
 0x7f9a0f80be00, 5, 91, 87, 97, 90, 99, 94
 0x7f9a0f80be40, 4, 93, 83, 97, 87, 102, 91
 0x7f9a0f80be80, 7, 93, 79, 97, 83, 100, 87
 0x7f9a0f80bec0, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f80bf00, 1, 93, 85, 97, 89, 107, 93
 0x7f9a0f80bf40, 0, 95, 85, 99, 89, 104, 92
 0x7f9a0f80bf80, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80bfc0, 2, 83, 79, 89, 83, 92, 87
 0x7f9a0f80c000, 4, 93, 83, 99, 87, 102, 91
 0x7f9a0f80c040, 5, 93, 85, 97, 91, 100, 94
 0x7f9a0f80c080, 6, 83, 77, 87, 81, 91, 86
 0x7f9a0f80c0c0, 7, 91, 81, 97, 83, 107, 87
 0x7f9a0f80c100, 0, 95, 85, 99, 89, 103, 92
 0x7f9a0f80c140, 1, 91, 87, 95, 91, 100, 93
 0x7f9a0f80c180, 2, 85, 79, 89, 83, 92, 87
 0x7f9a0f80c1c0, 3, 93, 81, 97, 85, 101, 89
 0x7f9a0f80c200, 4, 95, 83, 99, 87, 102, 91
 0x7f9a0f80c240, 5, 91, 87, 95, 91, 100, 94
 0x7f9a0f80c280, 6, 83, 79, 87, 81, 91, 86
 0x7f9a0f80c2c0, 7, 91, 81, 96, 83, 100, 88
 0x7f9a0f80c300, 0, 93, 85, 99, 89, 103, 92
 0x7f9a0f80c340, 1, 93, 87, 97, 91, 107, 93
 0x7f9a0f80c380, 2, 83, 77, 89, 83, 98, 87
 0x7f9a0f80c3c0, 3, 92, 81, 97, 85, 101, 94
 0x7f9a0f80c400, 5, 91, 87, 96, 91, 100, 93
 0x7f9a0f80c440, 4, 93, 85, 99, 88, 109, 91
 0x7f9a0f80c480, 7, 92, 79, 97, 83, 107, 87
 0x7f9a0f80c4c0, 6, 83, 79, 88, 81, 92, 91
 0x7f9a0f80c500, 1, 93, 87, 99, 91, 117, 101
 0x7f9a0f80c540, 0, 95, 85, 99, 91, 112, 276
 0x7f9a0f80c580, 3, 93, 79, 97, 85, 107, 88
 0x7f9a0f80c5c0, 2, 85, 79, 89, 83, 99, 93
 0x7f9a0f80c600, 5, 91, 87, 97, 91, 107, 101
 0x7f9a0f80c640, 4, 94, 85, 99, 87, 102, 91
 0x7f9a0f80c680, 7, 91, 79, 97, 83, 100, 87
 0x7f9a0f80c6c0, 6, 83, 79, 87, 81, 91, 85
 0x7f9a0f80c700, 1, 91, 87, 97, 91, 101, 94
 0x7f9a0f80c740, 0, 95, 85, 99, 89, 103, 91
 0x7f9a0f80c780, 3, 93, 81, 97, 85, 101, 88
 0x7f9a0f80c7c0, 2, 85, 79, 89, 83, 92, 86
 0x7f9a0f80c800, 6, 83, 77, 87, 81, 91, 86
 0x7f9a0f80c840, 7, 91, 79, 97, 83, 100, 87
 0x7f9a0f80c880, 4, 93, 83, 97, 87, 101, 91
 0x7f9a0f80c8c0, 5, 92, 87, 97, 91, 101, 93
 0x7f9a0f80c900, 2, 83, 79, 88, 83, 91, 86
 0x7f9a0f80c940, 3, 92, 81, 97, 85, 102, 88
